"subject","location","age","sex","condition","rating","cell","frequency","duration","effect","condition_simple","freq_A","freq_B","freq_C","freq_D","dur_A","dur_B","dur_C","dur_D"
126,"nz",20,"male","shortA",0,"A",36,200,"duration","short","36","36","36","36","200","800","800","800"
127,"nz",46,"female","shortA",-3,"A",36,200,"duration","short","36","36","36","36","200","800","800","800"
132,"nz",21,"male","shortA",-2,"A",36,200,"duration","short","36","36","36","36","200","800","800","800"
137,"nz",29,"male","shortA",1,"A",36,200,"duration","short","36","36","36","36","200","800","800","800"
141,"nz",29,"female","shortA",8,"A",36,200,"duration","short","36","36","36","36","200","800","800","800"
142,"nz",31,"female","shortA",1,"A",36,200,"duration","short","36","36","36","36","200","800","800","800"
144,"nz",32,"female","shortA",8,"A",36,200,"duration","short","36","36","36","36","200","800","800","800"
146,"nz",35,"female","shortA",3,"A",36,200,"duration","short","36","36","36","36","200","800","800","800"
147,"nz",20,"female","shortA",-4,"A",36,200,"duration","short","36","36","36","36","200","800","800","800"
149,"nz",29,"female","shortA",7,"A",36,200,"duration","short","36","36","36","36","200","800","800","800"
204,"nz",20,"female","shortA",8,"A",36,200,"duration","short","36","36","36","36","200","800","800","800"
213,"nz",27,"female","shortA",10,"A",36,200,"duration","short","36","36","36","36","200","800","800","800"
216,"nz",50,"female","shortA",9,"A",36,200,"duration","short","36","36","36","36","200","800","800","800"
219,"nz",21,"female","shortA",3,"A",36,200,"duration","short","36","36","36","36","200","800","800","800"
220,"nz",21,"male","shortA",-3,"A",36,200,"duration","short","36","36","36","36","200","800","800","800"
225,"nz",20,"female","shortA",5,"A",36,200,"duration","short","36","36","36","36","200","800","800","800"
226,"nz",20,"female","shortA",-2,"A",36,200,"duration","short","36","36","36","36","200","800","800","800"
234,"nz",26,"male","shortA",0,"A",36,200,"duration","short","36","36","36","36","200","800","800","800"
237,"nz",32,"female","shortA",2,"A",36,200,"duration","short","36","36","36","36","200","800","800","800"
247,"nz",20,"female","shortA",-1,"A",36,200,"duration","short","36","36","36","36","200","800","800","800"
249,"nz",25,"female","shortA",3,"A",36,200,"duration","short","36","36","36","36","200","800","800","800"
250,"nz",18,"female","shortA",4,"A",36,200,"duration","short","36","36","36","36","200","800","800","800"
251,"nz",29,"female","shortA",-2,"A",36,200,"duration","short","36","36","36","36","200","800","800","800"
1,"mt",NA,"","shortA",-8,"A",36,200,"duration","short","36","36","36","36","200","800","800","800"
2,"mt",NA,"","shortA",-5,"A",36,200,"duration","short","36","36","36","36","200","800","800","800"
3,"mt",NA,"","shortA",10,"A",36,200,"duration","short","36","36","36","36","200","800","800","800"
4,"mt",NA,"","shortA",-3,"A",36,200,"duration","short","36","36","36","36","200","800","800","800"
5,"mt",NA,"","shortA",-2,"A",36,200,"duration","short","36","36","36","36","200","800","800","800"
6,"mt",NA,"","shortA",2,"A",36,200,"duration","short","36","36","36","36","200","800","800","800"
7,"mt",NA,"","shortA",-10,"A",36,200,"duration","short","36","36","36","36","200","800","800","800"
8,"mt",NA,"","shortA",-7,"A",36,200,"duration","short","36","36","36","36","200","800","800","800"
9,"mt",NA,"","shortA",-5,"A",36,200,"duration","short","36","36","36","36","200","800","800","800"
10,"mt",NA,"","shortA",-1,"A",36,200,"duration","short","36","36","36","36","200","800","800","800"
11,"mt",NA,"","shortA",-3,"A",36,200,"duration","short","36","36","36","36","200","800","800","800"
12,"mt",NA,"","shortA",-3,"A",36,200,"duration","short","36","36","36","36","200","800","800","800"
13,"mt",NA,"","shortA",5,"A",36,200,"duration","short","36","36","36","36","200","800","800","800"
14,"mt",NA,"","shortA",-6,"A",36,200,"duration","short","36","36","36","36","200","800","800","800"
15,"mt",NA,"","shortA",-5,"A",36,200,"duration","short","36","36","36","36","200","800","800","800"
16,"mt",NA,"","shortA",7,"A",36,200,"duration","short","36","36","36","36","200","800","800","800"
17,"mt",NA,"","shortA",4,"A",36,200,"duration","short","36","36","36","36","200","800","800","800"
18,"mt",NA,"","shortA",8,"A",36,200,"duration","short","36","36","36","36","200","800","800","800"
19,"mt",NA,"","shortA",1,"A",36,200,"duration","short","36","36","36","36","200","800","800","800"
20,"mt",NA,"","shortA",4,"A",36,200,"duration","short","36","36","36","36","200","800","800","800"
21,"mt",NA,"","shortA",-2,"A",36,200,"duration","short","36","36","36","36","200","800","800","800"
22,"mt",NA,"","shortA",-3,"A",36,200,"duration","short","36","36","36","36","200","800","800","800"
23,"mt",NA,"","shortA",-4,"A",36,200,"duration","short","36","36","36","36","200","800","800","800"
24,"mt",NA,"","shortA",-4,"A",36,200,"duration","short","36","36","36","36","200","800","800","800"
25,"mt",NA,"","shortA",-4,"A",36,200,"duration","short","36","36","36","36","200","800","800","800"
26,"mt",NA,"","shortA",-3,"A",36,200,"duration","short","36","36","36","36","200","800","800","800"
27,"mt",NA,"","shortA",4,"A",36,200,"duration","short","36","36","36","36","200","800","800","800"
28,"mt",NA,"","shortA",-2,"A",36,200,"duration","short","36","36","36","36","200","800","800","800"
29,"mt",NA,"","shortA",-4,"A",36,200,"duration","short","36","36","36","36","200","800","800","800"
30,"mt",NA,"","shortA",-1,"A",36,200,"duration","short","36","36","36","36","200","800","800","800"
31,"mt",NA,"","shortA",-3,"A",36,200,"duration","short","36","36","36","36","200","800","800","800"
32,"mt",NA,"","shortA",-9,"A",36,200,"duration","short","36","36","36","36","200","800","800","800"
33,"mt",NA,"","shortA",-3,"A",36,200,"duration","short","36","36","36","36","200","800","800","800"
34,"mt",NA,"","shortA",2,"A",36,200,"duration","short","36","36","36","36","200","800","800","800"
35,"mt",NA,"","shortA",-2,"A",36,200,"duration","short","36","36","36","36","200","800","800","800"
36,"mt",NA,"","shortA",-4,"A",36,200,"duration","short","36","36","36","36","200","800","800","800"
37,"mt",NA,"","shortA",4,"A",36,200,"duration","short","36","36","36","36","200","800","800","800"
38,"mt",NA,"","shortA",-3,"A",36,200,"duration","short","36","36","36","36","200","800","800","800"
39,"mt",NA,"","shortA",-8,"A",36,200,"duration","short","36","36","36","36","200","800","800","800"
40,"mt",NA,"","shortA",1,"A",36,200,"duration","short","36","36","36","36","200","800","800","800"
41,"mt",NA,"","shortA",5,"A",36,200,"duration","short","36","36","36","36","200","800","800","800"
42,"mt",NA,"","shortA",-5,"A",36,200,"duration","short","36","36","36","36","200","800","800","800"
43,"mt",NA,"","shortA",3,"A",36,200,"duration","short","36","36","36","36","200","800","800","800"
1,"nz",24,"female","shortB",6,"B",36,200,"duration","short","36","36","36","36","800","200","800","800"
2,"nz",21,"female","shortB",-9,"B",36,200,"duration","short","36","36","36","36","800","200","800","800"
18,"nz",20,"male","shortB",1,"B",36,200,"duration","short","36","36","36","36","800","200","800","800"
33,"nz",20,"male","shortB",2,"B",36,200,"duration","short","36","36","36","36","800","200","800","800"
40,"nz",43,"female","shortB",3,"B",36,200,"duration","short","36","36","36","36","800","200","800","800"
41,"nz",21,"female","shortB",5,"B",36,200,"duration","short","36","36","36","36","800","200","800","800"
42,"nz",20,"male","shortB",0,"B",36,200,"duration","short","36","36","36","36","800","200","800","800"
44,"nz",22,"male","shortB",0,"B",36,200,"duration","short","36","36","36","36","800","200","800","800"
50,"nz",21,"female","shortB",5,"B",36,200,"duration","short","36","36","36","36","800","200","800","800"
56,"nz",24,"female","shortB",5,"B",36,200,"duration","short","36","36","36","36","800","200","800","800"
57,"nz",22,"male","shortB",8,"B",36,200,"duration","short","36","36","36","36","800","200","800","800"
61,"nz",18,"female","shortB",7,"B",36,200,"duration","short","36","36","36","36","800","200","800","800"
65,"nz",20,"female","shortB",8,"B",36,200,"duration","short","36","36","36","36","800","200","800","800"
67,"nz",24,"female","shortB",1,"B",36,200,"duration","short","36","36","36","36","800","200","800","800"
68,"nz",20,"female","shortB",2,"B",36,200,"duration","short","36","36","36","36","800","200","800","800"
70,"nz",20,"female","shortB",2,"B",36,200,"duration","short","36","36","36","36","800","200","800","800"
75,"nz",21,"female","shortB",-5,"B",36,200,"duration","short","36","36","36","36","800","200","800","800"
81,"nz",14,"female","shortB",4,"B",36,200,"duration","short","36","36","36","36","800","200","800","800"
87,"nz",45,"female","shortB",-3,"B",36,200,"duration","short","36","36","36","36","800","200","800","800"
109,"nz",21,"female","shortB",5,"B",36,200,"duration","short","36","36","36","36","800","200","800","800"
126,"nz",20,"male","shortB",0,"B",36,200,"duration","short","36","36","36","36","800","200","800","800"
127,"nz",46,"female","shortB",-5,"B",36,200,"duration","short","36","36","36","36","800","200","800","800"
132,"nz",21,"male","shortB",6,"B",36,200,"duration","short","36","36","36","36","800","200","800","800"
137,"nz",29,"male","shortB",1,"B",36,200,"duration","short","36","36","36","36","800","200","800","800"
141,"nz",29,"female","shortB",2,"B",36,200,"duration","short","36","36","36","36","800","200","800","800"
142,"nz",31,"female","shortB",1,"B",36,200,"duration","short","36","36","36","36","800","200","800","800"
144,"nz",32,"female","shortB",-1,"B",36,200,"duration","short","36","36","36","36","800","200","800","800"
146,"nz",35,"female","shortB",-2,"B",36,200,"duration","short","36","36","36","36","800","200","800","800"
147,"nz",20,"female","shortB",-2,"B",36,200,"duration","short","36","36","36","36","800","200","800","800"
149,"nz",29,"female","shortB",3,"B",36,200,"duration","short","36","36","36","36","800","200","800","800"
204,"nz",20,"female","shortB",-2,"B",36,200,"duration","short","36","36","36","36","800","200","800","800"
213,"nz",27,"female","shortB",9,"B",36,200,"duration","short","36","36","36","36","800","200","800","800"
216,"nz",50,"female","shortB",9,"B",36,200,"duration","short","36","36","36","36","800","200","800","800"
219,"nz",21,"female","shortB",4,"B",36,200,"duration","short","36","36","36","36","800","200","800","800"
220,"nz",21,"male","shortB",-1,"B",36,200,"duration","short","36","36","36","36","800","200","800","800"
225,"nz",20,"female","shortB",3,"B",36,200,"duration","short","36","36","36","36","800","200","800","800"
226,"nz",20,"female","shortB",5,"B",36,200,"duration","short","36","36","36","36","800","200","800","800"
234,"nz",26,"male","shortB",4,"B",36,200,"duration","short","36","36","36","36","800","200","800","800"
237,"nz",32,"female","shortB",4,"B",36,200,"duration","short","36","36","36","36","800","200","800","800"
247,"nz",20,"female","shortB",5,"B",36,200,"duration","short","36","36","36","36","800","200","800","800"
249,"nz",25,"female","shortB",-10,"B",36,200,"duration","short","36","36","36","36","800","200","800","800"
250,"nz",18,"female","shortB",8,"B",36,200,"duration","short","36","36","36","36","800","200","800","800"
251,"nz",29,"female","shortB",0,"B",36,200,"duration","short","36","36","36","36","800","200","800","800"
1,"mt",NA,"","shortB",9,"B",36,200,"duration","short","36","36","36","36","800","200","800","800"
2,"mt",NA,"","shortB",6,"B",36,200,"duration","short","36","36","36","36","800","200","800","800"
3,"mt",NA,"","shortB",10,"B",36,200,"duration","short","36","36","36","36","800","200","800","800"
4,"mt",NA,"","shortB",3,"B",36,200,"duration","short","36","36","36","36","800","200","800","800"
5,"mt",NA,"","shortB",5,"B",36,200,"duration","short","36","36","36","36","800","200","800","800"
6,"mt",NA,"","shortB",1,"B",36,200,"duration","short","36","36","36","36","800","200","800","800"
7,"mt",NA,"","shortB",10,"B",36,200,"duration","short","36","36","36","36","800","200","800","800"
8,"mt",NA,"","shortB",2,"B",36,200,"duration","short","36","36","36","36","800","200","800","800"
9,"mt",NA,"","shortB",8,"B",36,200,"duration","short","36","36","36","36","800","200","800","800"
10,"mt",NA,"","shortB",3,"B",36,200,"duration","short","36","36","36","36","800","200","800","800"
11,"mt",NA,"","shortB",-3,"B",36,200,"duration","short","36","36","36","36","800","200","800","800"
12,"mt",NA,"","shortB",1,"B",36,200,"duration","short","36","36","36","36","800","200","800","800"
13,"mt",NA,"","shortB",-6,"B",36,200,"duration","short","36","36","36","36","800","200","800","800"
14,"mt",NA,"","shortB",10,"B",36,200,"duration","short","36","36","36","36","800","200","800","800"
15,"mt",NA,"","shortB",-5,"B",36,200,"duration","short","36","36","36","36","800","200","800","800"
16,"mt",NA,"","shortB",6,"B",36,200,"duration","short","36","36","36","36","800","200","800","800"
17,"mt",NA,"","shortB",-8,"B",36,200,"duration","short","36","36","36","36","800","200","800","800"
18,"mt",NA,"","shortB",6,"B",36,200,"duration","short","36","36","36","36","800","200","800","800"
19,"mt",NA,"","shortB",7,"B",36,200,"duration","short","36","36","36","36","800","200","800","800"
20,"mt",NA,"","shortB",6,"B",36,200,"duration","short","36","36","36","36","800","200","800","800"
21,"mt",NA,"","shortB",-2,"B",36,200,"duration","short","36","36","36","36","800","200","800","800"
22,"mt",NA,"","shortB",-2,"B",36,200,"duration","short","36","36","36","36","800","200","800","800"
23,"mt",NA,"","shortB",0,"B",36,200,"duration","short","36","36","36","36","800","200","800","800"
24,"mt",NA,"","shortB",4,"B",36,200,"duration","short","36","36","36","36","800","200","800","800"
25,"mt",NA,"","shortB",3,"B",36,200,"duration","short","36","36","36","36","800","200","800","800"
26,"mt",NA,"","shortB",6,"B",36,200,"duration","short","36","36","36","36","800","200","800","800"
27,"mt",NA,"","shortB",-2,"B",36,200,"duration","short","36","36","36","36","800","200","800","800"
28,"mt",NA,"","shortB",4,"B",36,200,"duration","short","36","36","36","36","800","200","800","800"
29,"mt",NA,"","shortB",2,"B",36,200,"duration","short","36","36","36","36","800","200","800","800"
30,"mt",NA,"","shortB",2,"B",36,200,"duration","short","36","36","36","36","800","200","800","800"
31,"mt",NA,"","shortB",7,"B",36,200,"duration","short","36","36","36","36","800","200","800","800"
32,"mt",NA,"","shortB",10,"B",36,200,"duration","short","36","36","36","36","800","200","800","800"
33,"mt",NA,"","shortB",4,"B",36,200,"duration","short","36","36","36","36","800","200","800","800"
34,"mt",NA,"","shortB",8,"B",36,200,"duration","short","36","36","36","36","800","200","800","800"
35,"mt",NA,"","shortB",1,"B",36,200,"duration","short","36","36","36","36","800","200","800","800"
36,"mt",NA,"","shortB",3,"B",36,200,"duration","short","36","36","36","36","800","200","800","800"
37,"mt",NA,"","shortB",5,"B",36,200,"duration","short","36","36","36","36","800","200","800","800"
38,"mt",NA,"","shortB",6,"B",36,200,"duration","short","36","36","36","36","800","200","800","800"
39,"mt",NA,"","shortB",8,"B",36,200,"duration","short","36","36","36","36","800","200","800","800"
40,"mt",NA,"","shortB",6,"B",36,200,"duration","short","36","36","36","36","800","200","800","800"
41,"mt",NA,"","shortB",6,"B",36,200,"duration","short","36","36","36","36","800","200","800","800"
42,"mt",NA,"","shortB",0,"B",36,200,"duration","short","36","36","36","36","800","200","800","800"
43,"mt",NA,"","shortB",2,"B",36,200,"duration","short","36","36","36","36","800","200","800","800"
1,"nz",24,"female","shortC",5,"C",36,200,"duration","short","36","36","36","36","800","800","200","800"
2,"nz",21,"female","shortC",3,"C",36,200,"duration","short","36","36","36","36","800","800","200","800"
18,"nz",20,"male","shortC",1,"C",36,200,"duration","short","36","36","36","36","800","800","200","800"
33,"nz",20,"male","shortC",1,"C",36,200,"duration","short","36","36","36","36","800","800","200","800"
40,"nz",43,"female","shortC",4,"C",36,200,"duration","short","36","36","36","36","800","800","200","800"
41,"nz",21,"female","shortC",0,"C",36,200,"duration","short","36","36","36","36","800","800","200","800"
42,"nz",20,"male","shortC",3,"C",36,200,"duration","short","36","36","36","36","800","800","200","800"
44,"nz",22,"male","shortC",4,"C",36,200,"duration","short","36","36","36","36","800","800","200","800"
50,"nz",21,"female","shortC",0,"C",36,200,"duration","short","36","36","36","36","800","800","200","800"
56,"nz",24,"female","shortC",1,"C",36,200,"duration","short","36","36","36","36","800","800","200","800"
57,"nz",22,"male","shortC",-5,"C",36,200,"duration","short","36","36","36","36","800","800","200","800"
61,"nz",18,"female","shortC",2,"C",36,200,"duration","short","36","36","36","36","800","800","200","800"
65,"nz",20,"female","shortC",6,"C",36,200,"duration","short","36","36","36","36","800","800","200","800"
67,"nz",24,"female","shortC",-1,"C",36,200,"duration","short","36","36","36","36","800","800","200","800"
68,"nz",20,"female","shortC",1,"C",36,200,"duration","short","36","36","36","36","800","800","200","800"
70,"nz",20,"female","shortC",-2,"C",36,200,"duration","short","36","36","36","36","800","800","200","800"
75,"nz",21,"female","shortC",0,"C",36,200,"duration","short","36","36","36","36","800","800","200","800"
81,"nz",14,"female","shortC",5,"C",36,200,"duration","short","36","36","36","36","800","800","200","800"
87,"nz",45,"female","shortC",-3,"C",36,200,"duration","short","36","36","36","36","800","800","200","800"
109,"nz",21,"female","shortC",7,"C",36,200,"duration","short","36","36","36","36","800","800","200","800"
126,"nz",20,"male","shortC",0,"C",36,200,"duration","short","36","36","36","36","800","800","200","800"
127,"nz",46,"female","shortC",-2,"C",36,200,"duration","short","36","36","36","36","800","800","200","800"
132,"nz",21,"male","shortC",3,"C",36,200,"duration","short","36","36","36","36","800","800","200","800"
137,"nz",29,"male","shortC",-3,"C",36,200,"duration","short","36","36","36","36","800","800","200","800"
141,"nz",29,"female","shortC",8,"C",36,200,"duration","short","36","36","36","36","800","800","200","800"
142,"nz",31,"female","shortC",0,"C",36,200,"duration","short","36","36","36","36","800","800","200","800"
144,"nz",32,"female","shortC",2,"C",36,200,"duration","short","36","36","36","36","800","800","200","800"
146,"nz",35,"female","shortC",-4,"C",36,200,"duration","short","36","36","36","36","800","800","200","800"
147,"nz",20,"female","shortC",-2,"C",36,200,"duration","short","36","36","36","36","800","800","200","800"
149,"nz",29,"female","shortC",7,"C",36,200,"duration","short","36","36","36","36","800","800","200","800"
204,"nz",20,"female","shortC",1,"C",36,200,"duration","short","36","36","36","36","800","800","200","800"
213,"nz",27,"female","shortC",7,"C",36,200,"duration","short","36","36","36","36","800","800","200","800"
216,"nz",50,"female","shortC",9,"C",36,200,"duration","short","36","36","36","36","800","800","200","800"
219,"nz",21,"female","shortC",3,"C",36,200,"duration","short","36","36","36","36","800","800","200","800"
220,"nz",21,"male","shortC",-3,"C",36,200,"duration","short","36","36","36","36","800","800","200","800"
225,"nz",20,"female","shortC",-2,"C",36,200,"duration","short","36","36","36","36","800","800","200","800"
226,"nz",20,"female","shortC",1,"C",36,200,"duration","short","36","36","36","36","800","800","200","800"
234,"nz",26,"male","shortC",7,"C",36,200,"duration","short","36","36","36","36","800","800","200","800"
237,"nz",32,"female","shortC",2,"C",36,200,"duration","short","36","36","36","36","800","800","200","800"
247,"nz",20,"female","shortC",-2,"C",36,200,"duration","short","36","36","36","36","800","800","200","800"
249,"nz",25,"female","shortC",7,"C",36,200,"duration","short","36","36","36","36","800","800","200","800"
250,"nz",18,"female","shortC",0,"C",36,200,"duration","short","36","36","36","36","800","800","200","800"
251,"nz",29,"female","shortC",0,"C",36,200,"duration","short","36","36","36","36","800","800","200","800"
1,"mt",NA,"","shortC",8,"C",36,200,"duration","short","36","36","36","36","800","800","200","800"
2,"mt",NA,"","shortC",9,"C",36,200,"duration","short","36","36","36","36","800","800","200","800"
3,"mt",NA,"","shortC",9,"C",36,200,"duration","short","36","36","36","36","800","800","200","800"
4,"mt",NA,"","shortC",4,"C",36,200,"duration","short","36","36","36","36","800","800","200","800"
5,"mt",NA,"","shortC",4,"C",36,200,"duration","short","36","36","36","36","800","800","200","800"
6,"mt",NA,"","shortC",2,"C",36,200,"duration","short","36","36","36","36","800","800","200","800"
7,"mt",NA,"","shortC",10,"C",36,200,"duration","short","36","36","36","36","800","800","200","800"
8,"mt",NA,"","shortC",2,"C",36,200,"duration","short","36","36","36","36","800","800","200","800"
9,"mt",NA,"","shortC",8,"C",36,200,"duration","short","36","36","36","36","800","800","200","800"
10,"mt",NA,"","shortC",4,"C",36,200,"duration","short","36","36","36","36","800","800","200","800"
11,"mt",NA,"","shortC",-5,"C",36,200,"duration","short","36","36","36","36","800","800","200","800"
12,"mt",NA,"","shortC",1,"C",36,200,"duration","short","36","36","36","36","800","800","200","800"
13,"mt",NA,"","shortC",-8,"C",36,200,"duration","short","36","36","36","36","800","800","200","800"
14,"mt",NA,"","shortC",7,"C",36,200,"duration","short","36","36","36","36","800","800","200","800"
15,"mt",NA,"","shortC",-2,"C",36,200,"duration","short","36","36","36","36","800","800","200","800"
16,"mt",NA,"","shortC",9,"C",36,200,"duration","short","36","36","36","36","800","800","200","800"
17,"mt",NA,"","shortC",2,"C",36,200,"duration","short","36","36","36","36","800","800","200","800"
18,"mt",NA,"","shortC",5,"C",36,200,"duration","short","36","36","36","36","800","800","200","800"
19,"mt",NA,"","shortC",2,"C",36,200,"duration","short","36","36","36","36","800","800","200","800"
20,"mt",NA,"","shortC",7,"C",36,200,"duration","short","36","36","36","36","800","800","200","800"
21,"mt",NA,"","shortC",5,"C",36,200,"duration","short","36","36","36","36","800","800","200","800"
22,"mt",NA,"","shortC",0,"C",36,200,"duration","short","36","36","36","36","800","800","200","800"
23,"mt",NA,"","shortC",1,"C",36,200,"duration","short","36","36","36","36","800","800","200","800"
24,"mt",NA,"","shortC",3,"C",36,200,"duration","short","36","36","36","36","800","800","200","800"
25,"mt",NA,"","shortC",-2,"C",36,200,"duration","short","36","36","36","36","800","800","200","800"
26,"mt",NA,"","shortC",3,"C",36,200,"duration","short","36","36","36","36","800","800","200","800"
27,"mt",NA,"","shortC",7,"C",36,200,"duration","short","36","36","36","36","800","800","200","800"
28,"mt",NA,"","shortC",-3,"C",36,200,"duration","short","36","36","36","36","800","800","200","800"
29,"mt",NA,"","shortC",2,"C",36,200,"duration","short","36","36","36","36","800","800","200","800"
30,"mt",NA,"","shortC",1,"C",36,200,"duration","short","36","36","36","36","800","800","200","800"
31,"mt",NA,"","shortC",9,"C",36,200,"duration","short","36","36","36","36","800","800","200","800"
32,"mt",NA,"","shortC",-4,"C",36,200,"duration","short","36","36","36","36","800","800","200","800"
33,"mt",NA,"","shortC",-1,"C",36,200,"duration","short","36","36","36","36","800","800","200","800"
34,"mt",NA,"","shortC",8,"C",36,200,"duration","short","36","36","36","36","800","800","200","800"
35,"mt",NA,"","shortC",2,"C",36,200,"duration","short","36","36","36","36","800","800","200","800"
36,"mt",NA,"","shortC",-4,"C",36,200,"duration","short","36","36","36","36","800","800","200","800"
37,"mt",NA,"","shortC",3,"C",36,200,"duration","short","36","36","36","36","800","800","200","800"
38,"mt",NA,"","shortC",5,"C",36,200,"duration","short","36","36","36","36","800","800","200","800"
39,"mt",NA,"","shortC",-6,"C",36,200,"duration","short","36","36","36","36","800","800","200","800"
40,"mt",NA,"","shortC",3,"C",36,200,"duration","short","36","36","36","36","800","800","200","800"
41,"mt",NA,"","shortC",6,"C",36,200,"duration","short","36","36","36","36","800","800","200","800"
42,"mt",NA,"","shortC",4,"C",36,200,"duration","short","36","36","36","36","800","800","200","800"
43,"mt",NA,"","shortC",-2,"C",36,200,"duration","short","36","36","36","36","800","800","200","800"
1,"nz",24,"female","shortD",2,"D",36,200,"duration","short","36","36","36","36","800","800","800","200"
2,"nz",21,"female","shortD",4,"D",36,200,"duration","short","36","36","36","36","800","800","800","200"
18,"nz",20,"male","shortD",-1,"D",36,200,"duration","short","36","36","36","36","800","800","800","200"
33,"nz",20,"male","shortD",0,"D",36,200,"duration","short","36","36","36","36","800","800","800","200"
40,"nz",43,"female","shortD",1,"D",36,200,"duration","short","36","36","36","36","800","800","800","200"
41,"nz",21,"female","shortD",4,"D",36,200,"duration","short","36","36","36","36","800","800","800","200"
42,"nz",20,"male","shortD",0,"D",36,200,"duration","short","36","36","36","36","800","800","800","200"
44,"nz",22,"male","shortD",0,"D",36,200,"duration","short","36","36","36","36","800","800","800","200"
50,"nz",21,"female","shortD",1,"D",36,200,"duration","short","36","36","36","36","800","800","800","200"
56,"nz",24,"female","shortD",5,"D",36,200,"duration","short","36","36","36","36","800","800","800","200"
57,"nz",22,"male","shortD",5,"D",36,200,"duration","short","36","36","36","36","800","800","800","200"
61,"nz",18,"female","shortD",0,"D",36,200,"duration","short","36","36","36","36","800","800","800","200"
65,"nz",20,"female","shortD",4,"D",36,200,"duration","short","36","36","36","36","800","800","800","200"
67,"nz",24,"female","shortD",6,"D",36,200,"duration","short","36","36","36","36","800","800","800","200"
68,"nz",20,"female","shortD",-4,"D",36,200,"duration","short","36","36","36","36","800","800","800","200"
70,"nz",20,"female","shortD",-6,"D",36,200,"duration","short","36","36","36","36","800","800","800","200"
75,"nz",21,"female","shortD",8,"D",36,200,"duration","short","36","36","36","36","800","800","800","200"
81,"nz",14,"female","shortD",-4,"D",36,200,"duration","short","36","36","36","36","800","800","800","200"
87,"nz",45,"female","shortD",8,"D",36,200,"duration","short","36","36","36","36","800","800","800","200"
109,"nz",21,"female","shortD",4,"D",36,200,"duration","short","36","36","36","36","800","800","800","200"
126,"nz",20,"male","shortD",0,"D",36,200,"duration","short","36","36","36","36","800","800","800","200"
127,"nz",46,"female","shortD",8,"D",36,200,"duration","short","36","36","36","36","800","800","800","200"
132,"nz",21,"male","shortD",3,"D",36,200,"duration","short","36","36","36","36","800","800","800","200"
137,"nz",29,"male","shortD",2,"D",36,200,"duration","short","36","36","36","36","800","800","800","200"
141,"nz",29,"female","shortD",0,"D",36,200,"duration","short","36","36","36","36","800","800","800","200"
142,"nz",31,"female","shortD",-3,"D",36,200,"duration","short","36","36","36","36","800","800","800","200"
144,"nz",32,"female","shortD",-2,"D",36,200,"duration","short","36","36","36","36","800","800","800","200"
146,"nz",35,"female","shortD",0,"D",36,200,"duration","short","36","36","36","36","800","800","800","200"
147,"nz",20,"female","shortD",-2,"D",36,200,"duration","short","36","36","36","36","800","800","800","200"
149,"nz",29,"female","shortD",10,"D",36,200,"duration","short","36","36","36","36","800","800","800","200"
204,"nz",20,"female","shortD",3,"D",36,200,"duration","short","36","36","36","36","800","800","800","200"
213,"nz",27,"female","shortD",4,"D",36,200,"duration","short","36","36","36","36","800","800","800","200"
216,"nz",50,"female","shortD",4,"D",36,200,"duration","short","36","36","36","36","800","800","800","200"
219,"nz",21,"female","shortD",4,"D",36,200,"duration","short","36","36","36","36","800","800","800","200"
220,"nz",21,"male","shortD",2,"D",36,200,"duration","short","36","36","36","36","800","800","800","200"
225,"nz",20,"female","shortD",4,"D",36,200,"duration","short","36","36","36","36","800","800","800","200"
226,"nz",20,"female","shortD",4,"D",36,200,"duration","short","36","36","36","36","800","800","800","200"
234,"nz",26,"male","shortD",-3,"D",36,200,"duration","short","36","36","36","36","800","800","800","200"
237,"nz",32,"female","shortD",5,"D",36,200,"duration","short","36","36","36","36","800","800","800","200"
247,"nz",20,"female","shortD",-1,"D",36,200,"duration","short","36","36","36","36","800","800","800","200"
249,"nz",25,"female","shortD",8,"D",36,200,"duration","short","36","36","36","36","800","800","800","200"
250,"nz",18,"female","shortD",8,"D",36,200,"duration","short","36","36","36","36","800","800","800","200"
251,"nz",29,"female","shortD",2,"D",36,200,"duration","short","36","36","36","36","800","800","800","200"
1,"mt",NA,"","shortD",-7,"D",36,200,"duration","short","36","36","36","36","800","800","800","200"
2,"mt",NA,"","shortD",7,"D",36,200,"duration","short","36","36","36","36","800","800","800","200"
3,"mt",NA,"","shortD",7,"D",36,200,"duration","short","36","36","36","36","800","800","800","200"
4,"mt",NA,"","shortD",-2,"D",36,200,"duration","short","36","36","36","36","800","800","800","200"
5,"mt",NA,"","shortD",-5,"D",36,200,"duration","short","36","36","36","36","800","800","800","200"
6,"mt",NA,"","shortD",1,"D",36,200,"duration","short","36","36","36","36","800","800","800","200"
7,"mt",NA,"","shortD",1,"D",36,200,"duration","short","36","36","36","36","800","800","800","200"
8,"mt",NA,"","shortD",-5,"D",36,200,"duration","short","36","36","36","36","800","800","800","200"
9,"mt",NA,"","shortD",-2,"D",36,200,"duration","short","36","36","36","36","800","800","800","200"
10,"mt",NA,"","shortD",-2,"D",36,200,"duration","short","36","36","36","36","800","800","800","200"
11,"mt",NA,"","shortD",3,"D",36,200,"duration","short","36","36","36","36","800","800","800","200"
12,"mt",NA,"","shortD",-1,"D",36,200,"duration","short","36","36","36","36","800","800","800","200"
13,"mt",NA,"","shortD",5,"D",36,200,"duration","short","36","36","36","36","800","800","800","200"
