"subject","location","age","sex","condition","rating","cell","frequency","duration","effect","condition_simple","freq_A","freq_B","freq_C","freq_D","dur_A","dur_B","dur_C","dur_D"
5,"mt",NA,"","longB",5,"B",36,3200,"duration","long","36","36","36","36","800","3200","800","800"
6,"mt",NA,"","longB",1,"B",36,3200,"duration","long","36","36","36","36","800","3200","800","800"
7,"mt",NA,"","longB",0,"B",36,3200,"duration","long","36","36","36","36","800","3200","800","800"
8,"mt",NA,"","longB",-2,"B",36,3200,"duration","long","36","36","36","36","800","3200","800","800"
9,"mt",NA,"","longB",-5,"B",36,3200,"duration","long","36","36","36","36","800","3200","800","800"
10,"mt",NA,"","longB",-9,"B",36,3200,"duration","long","36","36","36","36","800","3200","800","800"
11,"mt",NA,"","longB",-7,"B",36,3200,"duration","long","36","36","36","36","800","3200","800","800"
12,"mt",NA,"","longB",-1,"B",36,3200,"duration","long","36","36","36","36","800","3200","800","800"
13,"mt",NA,"","longB",-6,"B",36,3200,"duration","long","36","36","36","36","800","3200","800","800"
14,"mt",NA,"","longB",-9,"B",36,3200,"duration","long","36","36","36","36","800","3200","800","800"
15,"mt",NA,"","longB",-5,"B",36,3200,"duration","long","36","36","36","36","800","3200","800","800"
16,"mt",NA,"","longB",2,"B",36,3200,"duration","long","36","36","36","36","800","3200","800","800"
17,"mt",NA,"","longB",3,"B",36,3200,"duration","long","36","36","36","36","800","3200","800","800"
18,"mt",NA,"","longB",8,"B",36,3200,"duration","long","36","36","36","36","800","3200","800","800"
19,"mt",NA,"","longB",2,"B",36,3200,"duration","long","36","36","36","36","800","3200","800","800"
20,"mt",NA,"","longB",5,"B",36,3200,"duration","long","36","36","36","36","800","3200","800","800"
21,"mt",NA,"","longB",-6,"B",36,3200,"duration","long","36","36","36","36","800","3200","800","800"
22,"mt",NA,"","longB",8,"B",36,3200,"duration","long","36","36","36","36","800","3200","800","800"
23,"mt",NA,"","longB",-3,"B",36,3200,"duration","long","36","36","36","36","800","3200","800","800"
24,"mt",NA,"","longB",-6,"B",36,3200,"duration","long","36","36","36","36","800","3200","800","800"
25,"mt",NA,"","longB",-2,"B",36,3200,"duration","long","36","36","36","36","800","3200","800","800"
26,"mt",NA,"","longB",3,"B",36,3200,"duration","long","36","36","36","36","800","3200","800","800"
27,"mt",NA,"","longB",-5,"B",36,3200,"duration","long","36","36","36","36","800","3200","800","800"
28,"mt",NA,"","longB",-4,"B",36,3200,"duration","long","36","36","36","36","800","3200","800","800"
29,"mt",NA,"","longB",-5,"B",36,3200,"duration","long","36","36","36","36","800","3200","800","800"
30,"mt",NA,"","longB",-3,"B",36,3200,"duration","long","36","36","36","36","800","3200","800","800"
31,"mt",NA,"","longB",-2,"B",36,3200,"duration","long","36","36","36","36","800","3200","800","800"
32,"mt",NA,"","longB",8,"B",36,3200,"duration","long","36","36","36","36","800","3200","800","800"
33,"mt",NA,"","longB",-1,"B",36,3200,"duration","long","36","36","36","36","800","3200","800","800"
34,"mt",NA,"","longB",1,"B",36,3200,"duration","long","36","36","36","36","800","3200","800","800"
35,"mt",NA,"","longB",-1,"B",36,3200,"duration","long","36","36","36","36","800","3200","800","800"
36,"mt",NA,"","longB",-3,"B",36,3200,"duration","long","36","36","36","36","800","3200","800","800"
37,"mt",NA,"","longB",5,"B",36,3200,"duration","long","36","36","36","36","800","3200","800","800"
38,"mt",NA,"","longB",-4,"B",36,3200,"duration","long","36","36","36","36","800","3200","800","800"
39,"mt",NA,"","longB",6,"B",36,3200,"duration","long","36","36","36","36","800","3200","800","800"
40,"mt",NA,"","longB",2,"B",36,3200,"duration","long","36","36","36","36","800","3200","800","800"
41,"mt",NA,"","longB",5,"B",36,3200,"duration","long","36","36","36","36","800","3200","800","800"
42,"mt",NA,"","longB",1,"B",36,3200,"duration","long","36","36","36","36","800","3200","800","800"
43,"mt",NA,"","longB",-2,"B",36,3200,"duration","long","36","36","36","36","800","3200","800","800"
1,"nz",24,"female","longC",-1,"C",36,3200,"duration","long","36","36","36","36","800","800","3200","800"
2,"nz",21,"female","longC",-7,"C",36,3200,"duration","long","36","36","36","36","800","800","3200","800"
18,"nz",20,"male","longC",-1,"C",36,3200,"duration","long","36","36","36","36","800","800","3200","800"
33,"nz",20,"male","longC",-1,"C",36,3200,"duration","long","36","36","36","36","800","800","3200","800"
40,"nz",43,"female","longC",3,"C",36,3200,"duration","long","36","36","36","36","800","800","3200","800"
41,"nz",21,"female","longC",7,"C",36,3200,"duration","long","36","36","36","36","800","800","3200","800"
42,"nz",20,"male","longC",2,"C",36,3200,"duration","long","36","36","36","36","800","800","3200","800"
44,"nz",22,"male","longC",0,"C",36,3200,"duration","long","36","36","36","36","800","800","3200","800"
50,"nz",21,"female","longC",1,"C",36,3200,"duration","long","36","36","36","36","800","800","3200","800"
56,"nz",24,"female","longC",2,"C",36,3200,"duration","long","36","36","36","36","800","800","3200","800"
57,"nz",22,"male","longC",5,"C",36,3200,"duration","long","36","36","36","36","800","800","3200","800"
61,"nz",18,"female","longC",-6,"C",36,3200,"duration","long","36","36","36","36","800","800","3200","800"
65,"nz",20,"female","longC",3,"C",36,3200,"duration","long","36","36","36","36","800","800","3200","800"
67,"nz",24,"female","longC",-2,"C",36,3200,"duration","long","36","36","36","36","800","800","3200","800"
68,"nz",20,"female","longC",0,"C",36,3200,"duration","long","36","36","36","36","800","800","3200","800"
70,"nz",20,"female","longC",-4,"C",36,3200,"duration","long","36","36","36","36","800","800","3200","800"
75,"nz",21,"female","longC",7,"C",36,3200,"duration","long","36","36","36","36","800","800","3200","800"
81,"nz",14,"female","longC",7,"C",36,3200,"duration","long","36","36","36","36","800","800","3200","800"
87,"nz",45,"female","longC",-3,"C",36,3200,"duration","long","36","36","36","36","800","800","3200","800"
109,"nz",21,"female","longC",6,"C",36,3200,"duration","long","36","36","36","36","800","800","3200","800"
126,"nz",20,"male","longC",0,"C",36,3200,"duration","long","36","36","36","36","800","800","3200","800"
127,"nz",46,"female","longC",4,"C",36,3200,"duration","long","36","36","36","36","800","800","3200","800"
132,"nz",21,"male","longC",-4,"C",36,3200,"duration","long","36","36","36","36","800","800","3200","800"
137,"nz",29,"male","longC",0,"C",36,3200,"duration","long","36","36","36","36","800","800","3200","800"
141,"nz",29,"female","longC",0,"C",36,3200,"duration","long","36","36","36","36","800","800","3200","800"
142,"nz",31,"female","longC",0,"C",36,3200,"duration","long","36","36","36","36","800","800","3200","800"
144,"nz",32,"female","longC",-3,"C",36,3200,"duration","long","36","36","36","36","800","800","3200","800"
146,"nz",35,"female","longC",1,"C",36,3200,"duration","long","36","36","36","36","800","800","3200","800"
147,"nz",20,"female","longC",1,"C",36,3200,"duration","long","36","36","36","36","800","800","3200","800"
149,"nz",29,"female","longC",-6,"C",36,3200,"duration","long","36","36","36","36","800","800","3200","800"
204,"nz",20,"female","longC",0,"C",36,3200,"duration","long","36","36","36","36","800","800","3200","800"
213,"nz",27,"female","longC",8,"C",36,3200,"duration","long","36","36","36","36","800","800","3200","800"
216,"nz",50,"female","longC",8,"C",36,3200,"duration","long","36","36","36","36","800","800","3200","800"
219,"nz",21,"female","longC",2,"C",36,3200,"duration","long","36","36","36","36","800","800","3200","800"
220,"nz",21,"male","longC",-2,"C",36,3200,"duration","long","36","36","36","36","800","800","3200","800"
225,"nz",20,"female","longC",4,"C",36,3200,"duration","long","36","36","36","36","800","800","3200","800"
226,"nz",20,"female","longC",3,"C",36,3200,"duration","long","36","36","36","36","800","800","3200","800"
234,"nz",26,"male","longC",0,"C",36,3200,"duration","long","36","36","36","36","800","800","3200","800"
237,"nz",32,"female","longC",4,"C",36,3200,"duration","long","36","36","36","36","800","800","3200","800"
247,"nz",20,"female","longC",0,"C",36,3200,"duration","long","36","36","36","36","800","800","3200","800"
249,"nz",25,"female","longC",0,"C",36,3200,"duration","long","36","36","36","36","800","800","3200","800"
250,"nz",18,"female","longC",7,"C",36,3200,"duration","long","36","36","36","36","800","800","3200","800"
251,"nz",29,"female","longC",-1,"C",36,3200,"duration","long","36","36","36","36","800","800","3200","800"
1,"mt",NA,"","longC",-5,"C",36,3200,"duration","long","36","36","36","36","800","800","3200","800"
2,"mt",NA,"","longC",8,"C",36,3200,"duration","long","36","36","36","36","800","800","3200","800"
3,"mt",NA,"","longC",9,"C",36,3200,"duration","long","36","36","36","36","800","800","3200","800"
4,"mt",NA,"","longC",-6,"C",36,3200,"duration","long","36","36","36","36","800","800","3200","800"
5,"mt",NA,"","longC",0,"C",36,3200,"duration","long","36","36","36","36","800","800","3200","800"
6,"mt",NA,"","longC",7,"C",36,3200,"duration","long","36","36","36","36","800","800","3200","800"
7,"mt",NA,"","longC",0,"C",36,3200,"duration","long","36","36","36","36","800","800","3200","800"
8,"mt",NA,"","longC",-2,"C",36,3200,"duration","long","36","36","36","36","800","800","3200","800"
9,"mt",NA,"","longC",5,"C",36,3200,"duration","long","36","36","36","36","800","800","3200","800"
10,"mt",NA,"","longC",0,"C",36,3200,"duration","long","36","36","36","36","800","800","3200","800"
11,"mt",NA,"","longC",-4,"C",36,3200,"duration","long","36","36","36","36","800","800","3200","800"
12,"mt",NA,"","longC",-2,"C",36,3200,"duration","long","36","36","36","36","800","800","3200","800"
13,"mt",NA,"","longC",5,"C",36,3200,"duration","long","36","36","36","36","800","800","3200","800"
14,"mt",NA,"","longC",8,"C",36,3200,"duration","long","36","36","36","36","800","800","3200","800"
15,"mt",NA,"","longC",-6,"C",36,3200,"duration","long","36","36","36","36","800","800","3200","800"
16,"mt",NA,"","longC",5,"C",36,3200,"duration","long","36","36","36","36","800","800","3200","800"
17,"mt",NA,"","longC",-6,"C",36,3200,"duration","long","36","36","36","36","800","800","3200","800"
18,"mt",NA,"","longC",6,"C",36,3200,"duration","long","36","36","36","36","800","800","3200","800"
19,"mt",NA,"","longC",-1,"C",36,3200,"duration","long","36","36","36","36","800","800","3200","800"
20,"mt",NA,"","longC",3,"C",36,3200,"duration","long","36","36","36","36","800","800","3200","800"
21,"mt",NA,"","longC",-3,"C",36,3200,"duration","long","36","36","36","36","800","800","3200","800"
22,"mt",NA,"","longC",-7,"C",36,3200,"duration","long","36","36","36","36","800","800","3200","800"
23,"mt",NA,"","longC",-10,"C",36,3200,"duration","long","36","36","36","36","800","800","3200","800"
24,"mt",NA,"","longC",0,"C",36,3200,"duration","long","36","36","36","36","800","800","3200","800"
25,"mt",NA,"","longC",-7,"C",36,3200,"duration","long","36","36","36","36","800","800","3200","800"
26,"mt",NA,"","longC",-7,"C",36,3200,"duration","long","36","36","36","36","800","800","3200","800"
27,"mt",NA,"","longC",4,"C",36,3200,"duration","long","36","36","36","36","800","800","3200","800"
28,"mt",NA,"","longC",7,"C",36,3200,"duration","long","36","36","36","36","800","800","3200","800"
29,"mt",NA,"","longC",-7,"C",36,3200,"duration","long","36","36","36","36","800","800","3200","800"
30,"mt",NA,"","longC",-1,"C",36,3200,"duration","long","36","36","36","36","800","800","3200","800"
31,"mt",NA,"","longC",-2,"C",36,3200,"duration","long","36","36","36","36","800","800","3200","800"
32,"mt",NA,"","longC",10,"C",36,3200,"duration","long","36","36","36","36","800","800","3200","800"
33,"mt",NA,"","longC",-2,"C",36,3200,"duration","long","36","36","36","36","800","800","3200","800"
34,"mt",NA,"","longC",-6,"C",36,3200,"duration","long","36","36","36","36","800","800","3200","800"
35,"mt",NA,"","longC",-1,"C",36,3200,"duration","long","36","36","36","36","800","800","3200","800"
36,"mt",NA,"","longC",-3,"C",36,3200,"duration","long","36","36","36","36","800","800","3200","800"
37,"mt",NA,"","longC",8,"C",36,3200,"duration","long","36","36","36","36","800","800","3200","800"
38,"mt",NA,"","longC",-4,"C",36,3200,"duration","long","36","36","36","36","800","800","3200","800"
39,"mt",NA,"","longC",2,"C",36,3200,"duration","long","36","36","36","36","800","800","3200","800"
40,"mt",NA,"","longC",2,"C",36,3200,"duration","long","36","36","36","36","800","800","3200","800"
41,"mt",NA,"","longC",6,"C",36,3200,"duration","long","36","36","36","36","800","800","3200","800"
42,"mt",NA,"","longC",-1,"C",36,3200,"duration","long","36","36","36","36","800","800","3200","800"
43,"mt",NA,"","longC",-2,"C",36,3200,"duration","long","36","36","36","36","800","800","3200","800"
1,"nz",24,"female","longD",1,"D",36,3200,"duration","long","36","36","36","36","800","800","800","3200"
2,"nz",21,"female","longD",8,"D",36,3200,"duration","long","36","36","36","36","800","800","800","3200"
18,"nz",20,"male","longD",1,"D",36,3200,"duration","long","36","36","36","36","800","800","800","3200"
33,"nz",20,"male","longD",0,"D",36,3200,"duration","long","36","36","36","36","800","800","800","3200"
40,"nz",43,"female","longD",1,"D",36,3200,"duration","long","36","36","36","36","800","800","800","3200"
41,"nz",21,"female","longD",3,"D",36,3200,"duration","long","36","36","36","36","800","800","800","3200"
42,"nz",20,"male","longD",0,"D",36,3200,"duration","long","36","36","36","36","800","800","800","3200"
44,"nz",22,"male","longD",-5,"D",36,3200,"duration","long","36","36","36","36","800","800","800","3200"
50,"nz",21,"female","longD",1,"D",36,3200,"duration","long","36","36","36","36","800","800","800","3200"
56,"nz",24,"female","longD",0,"D",36,3200,"duration","long","36","36","36","36","800","800","800","3200"
57,"nz",22,"male","longD",5,"D",36,3200,"duration","long","36","36","36","36","800","800","800","3200"
61,"nz",18,"female","longD",-8,"D",36,3200,"duration","long","36","36","36","36","800","800","800","3200"
65,"nz",20,"female","longD",7,"D",36,3200,"duration","long","36","36","36","36","800","800","800","3200"
67,"nz",24,"female","longD",-9,"D",36,3200,"duration","long","36","36","36","36","800","800","800","3200"
68,"nz",20,"female","longD",0,"D",36,3200,"duration","long","36","36","36","36","800","800","800","3200"
70,"nz",20,"female","longD",6,"D",36,3200,"duration","long","36","36","36","36","800","800","800","3200"
75,"nz",21,"female","longD",3,"D",36,3200,"duration","long","36","36","36","36","800","800","800","3200"
81,"nz",14,"female","longD",-4,"D",36,3200,"duration","long","36","36","36","36","800","800","800","3200"
87,"nz",45,"female","longD",-6,"D",36,3200,"duration","long","36","36","36","36","800","800","800","3200"
109,"nz",21,"female","longD",7,"D",36,3200,"duration","long","36","36","36","36","800","800","800","3200"
126,"nz",20,"male","longD",0,"D",36,3200,"duration","long","36","36","36","36","800","800","800","3200"
127,"nz",46,"female","longD",2,"D",36,3200,"duration","long","36","36","36","36","800","800","800","3200"
132,"nz",21,"male","longD",5,"D",36,3200,"duration","long","36","36","36","36","800","800","800","3200"
137,"nz",29,"male","longD",0,"D",36,3200,"duration","long","36","36","36","36","800","800","800","3200"
141,"nz",29,"female","longD",0,"D",36,3200,"duration","long","36","36","36","36","800","800","800","3200"
142,"nz",31,"female","longD",-3,"D",36,3200,"duration","long","36","36","36","36","800","800","800","3200"
144,"nz",32,"female","longD",3,"D",36,3200,"duration","long","36","36","36","36","800","800","800","3200"
146,"nz",35,"female","longD",-1,"D",36,3200,"duration","long","36","36","36","36","800","800","800","3200"
147,"nz",20,"female","longD",2,"D",36,3200,"duration","long","36","36","36","36","800","800","800","3200"
149,"nz",29,"female","longD",10,"D",36,3200,"duration","long","36","36","36","36","800","800","800","3200"
204,"nz",20,"female","longD",-3,"D",36,3200,"duration","long","36","36","36","36","800","800","800","3200"
213,"nz",27,"female","longD",10,"D",36,3200,"duration","long","36","36","36","36","800","800","800","3200"
216,"nz",50,"female","longD",9,"D",36,3200,"duration","long","36","36","36","36","800","800","800","3200"
219,"nz",21,"female","longD",2,"D",36,3200,"duration","long","36","36","36","36","800","800","800","3200"
220,"nz",21,"male","longD",4,"D",36,3200,"duration","long","36","36","36","36","800","800","800","3200"
225,"nz",20,"female","longD",3,"D",36,3200,"duration","long","36","36","36","36","800","800","800","3200"
226,"nz",20,"female","longD",-3,"D",36,3200,"duration","long","36","36","36","36","800","800","800","3200"
234,"nz",26,"male","longD",2,"D",36,3200,"duration","long","36","36","36","36","800","800","800","3200"
237,"nz",32,"female","longD",4,"D",36,3200,"duration","long","36","36","36","36","800","800","800","3200"
247,"nz",20,"female","longD",-1,"D",36,3200,"duration","long","36","36","36","36","800","800","800","3200"
249,"nz",25,"female","longD",0,"D",36,3200,"duration","long","36","36","36","36","800","800","800","3200"
250,"nz",18,"female","longD",-1,"D",36,3200,"duration","long","36","36","36","36","800","800","800","3200"
251,"nz",29,"female","longD",5,"D",36,3200,"duration","long","36","36","36","36","800","800","800","3200"
1,"mt",NA,"","longD",-8,"D",36,3200,"duration","long","36","36","36","36","800","800","800","3200"
2,"mt",NA,"","longD",-5,"D",36,3200,"duration","long","36","36","36","36","800","800","800","3200"
3,"mt",NA,"","longD",10,"D",36,3200,"duration","long","36","36","36","36","800","800","800","3200"
4,"mt",NA,"","longD",4,"D",36,3200,"duration","long","36","36","36","36","800","800","800","3200"
5,"mt",NA,"","longD",4,"D",36,3200,"duration","long","36","36","36","36","800","800","800","3200"
6,"mt",NA,"","longD",1,"D",36,3200,"duration","long","36","36","36","36","800","800","800","3200"
7,"mt",NA,"","longD",0,"D",36,3200,"duration","long","36","36","36","36","800","800","800","3200"
8,"mt",NA,"","longD",-3,"D",36,3200,"duration","long","36","36","36","36","800","800","800","3200"
9,"mt",NA,"","longD",6,"D",36,3200,"duration","long","36","36","36","36","800","800","800","3200"
10,"mt",NA,"","longD",4,"D",36,3200,"duration","long","36","36","36","36","800","800","800","3200"
11,"mt",NA,"","longD",-5,"D",36,3200,"duration","long","36","36","36","36","800","800","800","3200"
12,"mt",NA,"","longD",2,"D",36,3200,"duration","long","36","36","36","36","800","800","800","3200"
13,"mt",NA,"","longD",8,"D",36,3200,"duration","long","36","36","36","36","800","800","800","3200"
14,"mt",NA,"","longD",9,"D",36,3200,"duration","long","36","36","36","36","800","800","800","3200"
15,"mt",NA,"","longD",-3,"D",36,3200,"duration","long","36","36","36","36","800","800","800","3200"
16,"mt",NA,"","longD",3,"D",36,3200,"duration","long","36","36","36","36","800","800","800","3200"
17,"mt",NA,"","longD",3,"D",36,3200,"duration","long","36","36","36","36","800","800","800","3200"
18,"mt",NA,"","longD",-3,"D",36,3200,"duration","long","36","36","36","36","800","800","800","3200"
19,"mt",NA,"","longD",2,"D",36,3200,"duration","long","36","36","36","36","800","800","800","3200"
20,"mt",NA,"","longD",4,"D",36,3200,"duration","long","36","36","36","36","800","800","800","3200"
21,"mt",NA,"","longD",-5,"D",36,3200,"duration","long","36","36","36","36","800","800","800","3200"
22,"mt",NA,"","longD",-6,"D",36,3200,"duration","long","36","36","36","36","800","800","800","3200"
23,"mt",NA,"","longD",-10,"D",36,3200,"duration","long","36","36","36","36","800","800","800","3200"
24,"mt",NA,"","longD",-3,"D",36,3200,"duration","long","36","36","36","36","800","800","800","3200"
25,"mt",NA,"","longD",-2,"D",36,3200,"duration","long","36","36","36","36","800","800","800","3200"
26,"mt",NA,"","longD",0,"D",36,3200,"duration","long","36","36","36","36","800","800","800","3200"
27,"mt",NA,"","longD",2,"D",36,3200,"duration","long","36","36","36","36","800","800","800","3200"
28,"mt",NA,"","longD",-3,"D",36,3200,"duration","long","36","36","36","36","800","800","800","3200"
29,"mt",NA,"","longD",-7,"D",36,3200,"duration","long","36","36","36","36","800","800","800","3200"
30,"mt",NA,"","longD",1,"D",36,3200,"duration","long","36","36","36","36","800","800","800","3200"
31,"mt",NA,"","longD",-2,"D",36,3200,"duration","long","36","36","36","36","800","800","800","3200"
32,"mt",NA,"","longD",-9,"D",36,3200,"duration","long","36","36","36","36","800","800","800","3200"
33,"mt",NA,"","longD",-7,"D",36,3200,"duration","long","36","36","36","36","800","800","800","3200"
34,"mt",NA,"","longD",-5,"D",36,3200,"duration","long","36","36","36","36","800","800","800","3200"
35,"mt",NA,"","longD",1,"D",36,3200,"duration","long","36","36","36","36","800","800","800","3200"
36,"mt",NA,"","longD",1,"D",36,3200,"duration","long","36","36","36","36","800","800","800","3200"
37,"mt",NA,"","longD",9,"D",36,3200,"duration","long","36","36","36","36","800","800","800","3200"
38,"mt",NA,"","longD",8,"D",36,3200,"duration","long","36","36","36","36","800","800","800","3200"
39,"mt",NA,"","longD",-6,"D",36,3200,"duration","long","36","36","36","36","800","800","800","3200"
40,"mt",NA,"","longD",5,"D",36,3200,"duration","long","36","36","36","36","800","800","800","3200"
41,"mt",NA,"","longD",6,"D",36,3200,"duration","long","36","36","36","36","800","800","800","3200"
42,"mt",NA,"","longD",2,"D",36,3200,"duration","long","36","36","36","36","800","800","800","3200"
43,"mt",NA,"","longD",-2,"D",36,3200,"duration","long","36","36","36","36","800","800","800","3200"
1,"nz",24,"female","manyA",9,"A",144,800,"frequency","many","144","36","36","36","800","800","800","800"
2,"nz",21,"female","manyA",9,"A",144,800,"frequency","many","144","36","36","36","800","800","800","800"
18,"nz",20,"male","manyA",8,"A",144,800,"frequency","many","144","36","36","36","800","800","800","800"
33,"nz",20,"male","manyA",7,"A",144,800,"frequency","many","144","36","36","36","800","800","800","800"
40,"nz",43,"female","manyA",4,"A",144,800,"frequency","many","144","36","36","36","800","800","800","800"
41,"nz",21,"female","manyA",8,"A",144,800,"frequency","many","144","36","36","36","800","800","800","800"
42,"nz",20,"male","manyA",7,"A",144,800,"frequency","many","144","36","36","36","800","800","800","800"
44,"nz",22,"male","manyA",2,"A",144,800,"frequency","many","144","36","36","36","800","800","800","800"
50,"nz",21,"female","manyA",7,"A",144,800,"frequency","many","144","36","36","36","800","800","800","800"
56,"nz",24,"female","manyA",-4,"A",144,800,"frequency","many","144","36","36","36","800","800","800","800"
57,"nz",22,"male","manyA",2,"A",144,800,"frequency","many","144","36","36","36","800","800","800","800"
61,"nz",18,"female","manyA",-5,"A",144,800,"frequency","many","144","36","36","36","800","800","800","800"
65,"nz",20,"female","manyA",7,"A",144,800,"frequency","many","144","36","36","36","800","800","800","800"
67,"nz",24,"female","manyA",-9,"A",144,800,"frequency","many","144","36","36","36","800","800","800","800"
68,"nz",20,"female","manyA",5,"A",144,800,"frequency","many","144","36","36","36","800","800","800","800"
70,"nz",20,"female","manyA",8,"A",144,800,"frequency","many","144","36","36","36","800","800","800","800"
75,"nz",21,"female","manyA",0,"A",144,800,"frequency","many","144","36","36","36","800","800","800","800"
81,"nz",14,"female","manyA",9,"A",144,800,"frequency","many","144","36","36","36","800","800","800","800"
87,"nz",45,"female","manyA",5,"A",144,800,"frequency","many","144","36","36","36","800","800","800","800"
109,"nz",21,"female","manyA",8,"A",144,800,"frequency","many","144","36","36","36","800","800","800","800"
126,"nz",20,"male","manyA",8,"A",144,800,"frequency","many","144","36","36","36","800","800","800","800"
127,"nz",46,"female","manyA",9,"A",144,800,"frequency","many","144","36","36","36","800","800","800","800"
132,"nz",21,"male","manyA",8,"A",144,800,"frequency","many","144","36","36","36","800","800","800","800"
137,"nz",29,"male","manyA",5,"A",144,800,"frequency","many","144","36","36","36","800","800","800","800"
141,"nz",29,"female","manyA",9,"A",144,800,"frequency","many","144","36","36","36","800","800","800","800"
142,"nz",31,"female","manyA",2,"A",144,800,"frequency","many","144","36","36","36","800","800","800","800"
144,"nz",32,"female","manyA",9,"A",144,800,"frequency","many","144","36","36","36","800","800","800","800"
146,"nz",35,"female","manyA",7,"A",144,800,"frequency","many","144","36","36","36","800","800","800","800"
147,"nz",20,"female","manyA",6,"A",144,800,"frequency","many","144","36","36","36","800","800","800","800"
149,"nz",29,"female","manyA",10,"A",144,800,"frequency","many","144","36","36","36","800","800","800","800"
204,"nz",20,"female","manyA",7,"A",144,800,"frequency","many","144","36","36","36","800","800","800","800"
213,"nz",27,"female","manyA",8,"A",144,800,"frequency","many","144","36","36","36","800","800","800","800"
216,"nz",50,"female","manyA",-2,"A",144,800,"frequency","many","144","36","36","36","800","800","800","800"
219,"nz",21,"female","manyA",7,"A",144,800,"frequency","many","144","36","36","36","800","800","800","800"
220,"nz",21,"male","manyA",8,"A",144,800,"frequency","many","144","36","36","36","800","800","800","800"
225,"nz",20,"female","manyA",6,"A",144,800,"frequency","many","144","36","36","36","800","800","800","800"
226,"nz",20,"female","manyA",9,"A",144,800,"frequency","many","144","36","36","36","800","800","800","800"
234,"nz",26,"male","manyA",6,"A",144,800,"frequency","many","144","36","36","36","800","800","800","800"
237,"nz",32,"female","manyA",8,"A",144,800,"frequency","many","144","36","36","36","800","800","800","800"
247,"nz",20,"female","manyA",7,"A",144,800,"frequency","many","144","36","36","36","800","800","800","800"
249,"nz",25,"female","manyA",9,"A",144,800,"frequency","many","144","36","36","36","800","800","800","800"
250,"nz",18,"female","manyA",9,"A",144,800,"frequency","many","144","36","36","36","800","800","800","800"
251,"nz",29,"female","manyA",3,"A",144,800,"frequency","many","144","36","36","36","800","800","800","800"
1,"mt",NA,"","manyA",10,"A",144,800,"frequency","many","144","36","36","36","800","800","800","800"
2,"mt",NA,"","manyA",9,"A",144,800,"frequency","many","144","36","36","36","800","800","800","800"
3,"mt",NA,"","manyA",10,"A",144,800,"frequency","many","144","36","36","36","800","800","800","800"
4,"mt",NA,"","manyA",4,"A",144,800,"frequency","many","144","36","36","36","800","800","800","800"
5,"mt",NA,"","manyA",7,"A",144,800,"frequency","many","144","36","36","36","800","800","800","800"
6,"mt",NA,"","manyA",6,"A",144,800,"frequency","many","144","36","36","36","800","800","800","800"
7,"mt",NA,"","manyA",7,"A",144,800,"frequency","many","144","36","36","36","800","800","800","800"
8,"mt",NA,"","manyA",8,"A",144,800,"frequency","many","144","36","36","36","800","800","800","800"
9,"mt",NA,"","manyA",6,"A",144,800,"frequency","many","144","36","36","36","800","800","800","800"
10,"mt",NA,"","manyA",8,"A",144,800,"frequency","many","144","36","36","36","800","800","800","800"
11,"mt",NA,"","manyA",8,"A",144,800,"frequency","many","144","36","36","36","800","800","800","800"
12,"mt",NA,"","manyA",8,"A",144,800,"frequency","many","144","36","36","36","800","800","800","800"
13,"mt",NA,"","manyA",6,"A",144,800,"frequency","many","144","36","36","36","800","800","800","800"
14,"mt",NA,"","manyA",9,"A",144,800,"frequency","many","144","36","36","36","800","800","800","800"
15,"mt",NA,"","manyA",2,"A",144,800,"frequency","many","144","36","36","36","800","800","800","800"
16,"mt",NA,"","manyA",10,"A",144,800,"frequency","many","144","36","36","36","800","800","800","800"
17,"mt",NA,"","manyA",8,"A",144,800,"frequency","many","144","36","36","36","800","800","800","800"
18,"mt",NA,"","manyA",4,"A",144,800,"frequency","many","144","36","36","36","800","800","800","800"
19,"mt",NA,"","manyA",7,"A",144,800,"frequency","many","144","36","36","36","800","800","800","800"
20,"mt",NA,"","manyA",9,"A",144,800,"frequency","many","144","36","36","36","800","800","800","800"
21,"mt",NA,"","manyA",9,"A",144,800,"frequency","many","144","36","36","36","800","800","800","800"
22,"mt",NA,"","manyA",8,"A",144,800,"frequency","many","144","36","36","36","800","800","800","800"
23,"mt",NA,"","manyA",5,"A",144,800,"frequency","many","144","36","36","36","800","800","800","800"
24,"mt",NA,"","manyA",8,"A",144,800,"frequency","many","144","36","36","36","800","800","800","800"
25,"mt",NA,"","manyA",7,"A",144,800,"frequency","many","144","36","36","36","800","800","800","800"
26,"mt",NA,"","manyA",5,"A",144,800,"frequency","many","144","36","36","36","800","800","800","800"
27,"mt",NA,"","manyA",3,"A",144,800,"frequency","many","144","36","36","36","800","800","800","800"
28,"mt",NA,"","manyA",8,"A",144,800,"frequency","many","144","36","36","36","800","800","800","800"
29,"mt",NA,"","manyA",4,"A",144,800,"frequency","many","144","36","36","36","800","800","800","800"
30,"mt",NA,"","manyA",5,"A",144,800,"frequency","many","144","36","36","36","800","800","800","800"
31,"mt",NA,"","manyA",10,"A",144,800,"frequency","many","144","36","36","36","800","800","800","800"
32,"mt",NA,"","manyA",9,"A",144,800,"frequency","many","144","36","36","36","800","800","800","800"
33,"mt",NA,"","manyA",8,"A",144,800,"frequency","many","144","36","36","36","800","800","800","800"
34,"mt",NA,"","manyA",9,"A",144,800,"frequency","many","144","36","36","36","800","800","800","800"
