"cond_order","condition_num","subject","rating","condition","cell","few_many","adjusted","frequency","duration"
14,"16","23",7,"baseline","D","baseline","yes","18","900"
14,"16","33",-1,"baseline","D","baseline","yes","18","900"
15,"16","4",3,"baseline","D","baseline","yes","18","900"
15,"16","8",0,"baseline","D","baseline","yes","18","900"
15,"16","13",3,"baseline","D","baseline","yes","18","900"
15,"16","17",-3,"baseline","D","baseline","yes","18","900"
15,"16","21",8,"baseline","D","baseline","yes","18","900"
15,"16","22",-2,"baseline","D","baseline","yes","18","900"
15,"16","35",4,"baseline","D","baseline","yes","18","900"
2,"16","6",1,"baseline","D","baseline","yes","18","900"
2,"16","7",9,"baseline","D","baseline","yes","18","900"
3,"16","25",10,"baseline","D","baseline","yes","18","900"
3,"16","27",6,"baseline","D","baseline","yes","18","900"
4,"16","16",1,"baseline","D","baseline","yes","18","900"
4,"16","31",10,"baseline","D","baseline","yes","18","900"
4,"16","37",6,"baseline","D","baseline","yes","18","900"
5,"16","3",1,"baseline","D","baseline","yes","18","900"
5,"16","20",8,"baseline","D","baseline","yes","18","900"
6,"16","40",10,"baseline","D","baseline","yes","18","900"
6,"16","41",0,"baseline","D","baseline","yes","18","900"
7,"16","12",6,"baseline","D","baseline","yes","18","900"
8,"16","5",3,"baseline","D","baseline","yes","18","900"
9,"16","32",-2,"baseline","D","baseline","yes","18","900"
9,"16","36",-1,"baseline","D","baseline","yes","18","900"
9,"16","39",-7,"baseline","D","baseline","yes","18","900"
